1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
187	-1.009342	334.475651	0.042255	1.1
188	-0.504749	333.780756	0.024958	1.1
189	-0.964906	333.089698	0.031547	1.1
190	-0.784103	332.402443	0.010809	1.1
191	-0.717999	331.718955	0.010900	1.1
192	-0.641797	331.039203	0.032994	1.1
193	-0.867198	330.363153	0.027633	1.1
194	-0.309476	329.690771	0.008818	1.1
195	-0.593836	329.022027	0.027286	1.1
196	-0.994371	328.356888	0.025983	1.1
197	-0.739008	327.695322	0.009345	1.1
198	-0.770042	327.037299	0.010370	1.1
199	-0.555448	326.382787	0.015081	1.1
200	-0.557402	325.731758	0.024519	1.1
201	-0.604018	325.084179	0.050756	1.1
202	-0.371024	324.440023	0.028468	1.1
203	-1.112437	323.799258	0.079210	1.1
204	-1.082619	323.161858	0.040178	1.1
205	-0.806095	322.527792	0.020937	1.1
206	-0.805321	321.897034	0.006814	1.2
207	-0.961293	321.269554	0.023154	1.1
208	-0.680247	320.645325	0.057860	1.1
209	-0.715674	320.024320	0.027451	1.1
210	-1.025963	319.406512	0.054196	1.1
211	-0.535346	318.791875	0.011730	1.1
212	-0.708114	318.180381	0.024779	1.1
213	-0.428035	317.572005	0.014384	1.1
214	-0.038897	316.966721	0.004784	1.1
215	-1.125870	316.364504	0.023811	1.1
216	-0.746840	315.765329	0.015737	1.1
217	-0.301789	315.169170	0.011843	1.1
218	-0.945163	314.576003	0.021592	1.1
219	-0.639477	313.985804	0.022261	1.1
220	-0.686332	313.398548	0.024993	1.1
221	-0.626777	312.814213	0.028198	1.1
222	-0.853696	312.232773	0.017177	1.1
223	-1.000356	311.654207	0.017968	1.1
224	-0.502414	311.078491	0.037445	1.1
225	-0.897645	310.505602	0.041553	1.1
226	-0.614491	309.935518	0.015633	1.1
227	-0.455497	309.368217	0.014447	1.1
228	-0.280844	308.803676	0.018046	1.1
229	-0.528824	308.241874	0.013215	1.1
230	-0.672008	307.682789	0.019795	1.1
231	-0.986160	307.126400	0.010349	1.1
232	-0.756866	306.572687	0.045679	1.1
233	-0.400203	306.021627	0.017369	1.1
234	-0.828891	305.473201	0.025723	1.1
235	-0.882692	304.927388	0.042713	1.2
236	-0.770517	304.384168	0.047317	1.1
237	-0.784556	303.843521	0.011344	1.1
238	-0.741870	303.305427	0.030604	1.1
239	-0.802685	302.769867	0.015208	1.1
240	-0.210609	302.236821	0.008735	1.1
241	-1.018679	301.706270	0.026684	1.1
242	-0.407678	301.178196	0.019935	1.1
243	-0.724651	300.652580	0.017656	1.1
244	-0.647448	300.129402	0.051130	1.1
245	-0.488045	299.608645	0.013531	1.1
246	-0.554077	299.090291	0.008550	1.1
247	-1.017275	298.574321	0.065460	1.1
248	-1.139150	298.060718	0.070892	1.1
249	-0.950662	297.549465	0.030151	1.5
250	-0.475795	297.040543	0.018788	1.1
251	-0.644926	296.533936	0.030857	1.1
252	-0.329580	296.029626	0.005377	1.1
253	-0.875310	295.527597	0.012328	1.1
254	-0.715616	295.027832	0.024123	1.1
255	-0.567090	294.530315	0.008262	1.1
256	-0.776501	294.035028	0.018912	1.1
257	-0.749119	293.541956	0.017019	1.1
258	-0.263763	293.051083	0.008634	1.1
259	-0.815892	292.562393	0.022740	1.1
260	-0.996638	292.075870	0.006932	1.1
261	-0.473194	291.591498	0.031002	1.1
262	-0.760542	291.109263	0.015417	1.2
263	-0.794053	290.629149	0.012927	1.1
264	-0.733590	290.151140	0.009568	1.1
265	-0.565002	289.675222	0.043825	1.1
266	-0.469221	289.201380	0.011087	1.1
267	-0.748501	288.729600	0.012423	1.1
268	-0.936992	288.259866	0.039118	1.1
269	-0.427194	287.792165	0.016608	1.1
270	-0.754187	287.326481	0.045695	1.1
271	-0.677551	286.862802	0.019123	1.1
272	-0.815848	286.401113	0.019876	1.1
273	-0.496499	285.941400	0.018743	1.1
274	-0.508820	285.483649	0.018994	1.1
275	-0.777506	285.027847	0.056854	1.1
276	-0.710148	284.573981	0.029955	1.1
277	-0.676973	284.122037	0.055590	1.1
278	-0.435982	283.672002	0.014689	1.1
279	-0.936381	283.223863	0.041456	1.1
280	-0.900996	282.777607	0.039911	1.1
281	-1.037168	282.333221	0.051116	1.1
282	-0.804469	281.890692	0.007402	1.1
283	-1.046963	281.450008	0.087052	1.1
284	-0.559701	281.011157	0.018629	1.1
285	-0.333026	280.574125	0.003770	1.1
286	-0.709586	280.138901	0.030215	1.1
287	-0.786007	279.705473	0.051365	1.1
288	-0.584203	279.273829	0.034189	1.1
289	-0.543185	278.843956	0.037167	1.1
290	-0.677827	278.415844	0.011962	1.1
291	-0.891769	277.989479	0.029447	1.1
292	-0.766148	277.564851	0.016350	1.1
293	-1.042570	277.141949	0.024196	1.1
294	-0.844838	276.720761	0.025680	1.1
295	-0.404188	276.301275	0.018127	1.1
296	-1.174193	275.883480	0.040006	1.1
297	-1.104372	275.467366	0.033889	1.1
298	-0.856823	275.052922	0.043021	1.1
299	-0.447143	274.640136	0.015897	1.1
300	-0.818594	274.228998	0.011037	1.1
301	-0.679410	273.819497	0.042763	1.1
302	-0.608659	273.411623	0.011087	1.1
303	-0.675217	273.005365	0.015330	1.1
304	-0.283139	272.600712	0.012130	1.1
305	-0.637175	272.197655	0.022434	1.1
306	-0.768693	271.796184	0.026510	1.1
307	-0.910935	271.396287	0.013895	1.1
308	-1.043206	270.997956	0.029354	1.1
309	-1.039660	270.601180	0.007093	1.1
310	-0.713808	270.205949	0.060633	1.1
311	-0.879568	269.812254	0.030649	1.1
312	-0.674237	269.420085	0.006826	1.1
313	-0.914195	269.029432	0.038602	1.1
314	-1.130664	268.640287	0.036107	1.1
315	-0.828118	268.252638	0.009384	1.1
316	-0.860479	267.866478	0.029904	1.1
317	-0.926393	267.481796	0.050629	1.1
318	-0.826534	267.098584	0.017895	1.1
319	-0.326373	266.716833	0.006520	1.1
320	-1.164346	266.336533	0.025917	1.1
321	-1.010251	265.957676	0.036290	1.1
322	-0.479345	265.580253	0.010141	1.1
323	-1.086576	265.204254	0.034818	1.1
324	-0.542777	264.829672	0.011915	1.2
325	-0.761284	264.456497	0.048913	1.1
326	-0.483279	264.084721	0.008579	1.1
327	-0.470544	263.714335	0.026454	1.1
328	-0.470066	263.345332	0.011565	1.1
329	-1.138511	262.977702	0.068212	1.2
330	-0.777064	262.611438	0.021529	1.2
331	-1.061676	262.246531	0.053912	1.2
332	-1.003191	261.882973	0.036698	1.1
333	-0.955621	261.520756	0.040557	1.1
334	-0.706253	261.159871	0.045138	1.2
335	-0.767962	260.800312	0.016772	1.2
336	-1.129117	260.442070	0.041697	1.4
337	-0.634492	260.085137	0.043388	1.2
338	-0.686728	259.729505	0.031224	1.1
339	-0.744575	259.375167	0.023856	1.1
340	-0.762798	259.022116	0.029815	1.1
341	-0.779548	258.670343	0.072302	1.1
342	-0.466518	258.319841	0.006925	1.2
343	-1.092771	257.970602	0.017397	1.3
344	-0.425901	257.622620	0.007375	1.1
345	-1.158843	257.275887	0.040800	1.1
346	-0.436138	256.930396	0.008235	1.1
347	-1.207559	256.586139	0.033104	1.1
348	-0.793684	256.243109	0.021454	1.1
349	-0.746199	255.901300	0.057486	1.1
350	-0.707152	255.560703	0.013657	1.1
351	-0.996368	255.221313	0.016969	1.1
352	-0.917837	254.883122	0.036563	1.3
353	-1.106451	254.546124	0.049227	1.1
354	-1.017192	254.210311	0.030702	1.1
355	-0.374000	253.875677	0.010078	1.1
356	-0.751672	253.542215	0.047548	1.1
357	-0.583040	253.209918	0.038818	1.1
358	-0.872105	252.878781	0.017943	1.1
359	-0.989644	252.548795	0.035795	1.1
360	-0.801869	252.219956	0.018122	1.1
361	-0.923842	251.892255	0.043642	1.1
362	-0.611299	251.565688	0.037468	1.1
363	-0.423605	251.240247	0.015841	1.1
364	-1.025613	250.915926	0.033019	1.1
365	-0.400864	250.592720	0.006725	1.1
366	-0.798343	250.270621	0.019314	1.1
367	-0.927667	249.949624	0.050875	1.1
368	-0.763813	249.629723	0.010517	1.1
369	-0.592946	249.310911	0.051777	1.1
370	-0.760130	248.993182	0.032738	1.1
371	-0.616270	248.676531	0.010452	1.1
372	-0.809565	248.360952	0.022117	1.1
373	-0.913909	248.046438	0.033670	1.1
374	-0.474443	247.732984	0.068116	1.1
375	-0.798717	247.420584	0.035201	1.1
376	-0.889982	247.109233	0.044993	1.1
377	-1.179835	246.798924	0.030354	1.1
378	-1.048169	246.489652	0.054849	1.1
379	-0.883233	246.181412	0.016227	1.1
380	-1.151557	245.874197	0.082706	1.1
381	-1.200836	245.568002	0.040629	1.1
382	-0.833884	245.262822	0.070497	1.1
383	-0.705372	244.958652	0.020384	1.1
384	-0.895753	244.655485	0.051125	1.2
385	-0.181513	244.353317	0.011787	1.1
386	-0.828686	244.052142	0.046143	1.1
387	-0.274938	243.751955	0.010816	1.1
388	-0.650087	243.452750	0.048854	1.1
389	-0.503778	243.154523	0.026894	1.1
390	-0.468393	242.857268	0.017567	1.1
391	-1.157164	242.560980	0.026144	1.1
392	-0.587763	242.265654	0.009790	1.1
393	-0.773887	241.971285	0.015972	1.1
394	-0.650948	241.677868	0.025882	1.1
395	-0.641852	241.385397	0.015038	1.1
396	-0.830831	241.093869	0.036442	1.1
397	-0.771260	240.803278	0.024620	1.1
398	-0.829264	240.513619	0.024022	1.1
399	-0.818669	240.224887	0.016582	1.1
400	-0.477990	239.937077	0.030118	1.1
401	-0.629530	239.650186	0.016191	1.1
402	-0.732232	239.364207	0.044033	1.1
403	-1.091270	239.079136	0.047580	1.1
404	-0.406718	238.794969	0.008581	1.1
405	-0.473274	238.511701	0.029146	1.1
406	-0.838833	238.229327	0.013432	1.1
407	-1.000951	237.947843	0.023640	1.1
408	-0.849175	237.667244	0.009755	1.1
409	-0.946609	237.387526	0.014932	1.1
410	-0.852584	237.108684	0.008999	1.1
411	-0.760107	236.830714	0.040030	1.1
412	-0.933061	236.553610	0.018987	1.1
413	-0.502165	236.277370	0.016140	1.1
414	-0.805484	236.001989	0.033740	1.1
415	-0.975115	235.727461	0.050034	1.1
416	-0.392542	235.453784	0.011553	1.1
417	-1.097630	235.180952	0.030788	1.1
418	-0.828461	234.908962	0.011612	1.1
419	-1.016971	234.637809	0.031139	1.1
420	-0.755757	234.367488	0.031321	1.1
421	-1.308007	234.097997	0.056564	1.1
422	-0.915954	233.829331	0.043986	1.1
423	-1.063987	233.561485	0.041052	1.1
424	-0.820467	233.294456	0.012035	1.1
425	-0.603781	233.028239	0.042680	1.1
426	-0.621592	232.762831	0.029402	1.2
427	-0.747193	232.498228	0.080464	1.1
428	-0.724961	232.234425	0.021638	1.1
429	-1.124645	231.971419	0.044238	1.1
430	-0.441142	231.709205	0.016572	1.1
431	-0.524116	231.447781	0.037258	1.1
432	-0.388503	231.187141	0.013868	1.1
433	-1.265298	230.927283	0.039004	1.1
434	-0.915715	230.668202	0.058239	1.1
435	-0.887578	230.409895	0.036975	1.1
436	-0.591025	230.152358	0.024832	1.1
437	-0.501365	229.895587	0.032938	1.1
438	-0.804799	229.639578	0.032260	1.1
439	-0.786468	229.384329	0.012190	1.1
440	-0.507232	229.129834	0.025523	1.1
441	-0.621353	228.876091	0.013188	1.2
442	-0.609499	228.623096	0.036424	1.1
443	-1.146644	228.370846	0.074839	1.1
444	-0.784766	228.119336	0.008071	1.1
445	-0.879183	227.868563	0.032299	1.1
446	-0.752667	227.618525	0.023653	1.1
447	-1.070067	227.369216	0.039709	1.1
448	-0.100405	227.120635	0.001152	1.1
449	-0.249397	226.872777	0.013872	1.1
450	-0.765438	226.625638	0.017390	1.1
451	-0.906692	226.379217	0.053166	1.1
452	-0.827251	226.133509	0.009514	1.1
453	-0.751868	225.888510	0.015618	1.1
454	-0.790034	225.644218	0.036164	1.1
455	-0.537203	225.400630	0.043418	1.1
456	-1.206119	225.157741	0.034308	1.1
457	-1.165981	224.915549	0.045906	1.1
458	-0.885505	224.674051	0.033650	1.1
459	-0.942561	224.433242	0.010591	1.1
460	-0.481097	224.193121	0.022842	1.1
461	-1.091765	223.953684	0.068190	1.1
462	-0.677501	223.714927	0.020196	1.1
463	-0.766733	223.476848	0.020368	1.1
464	-0.656214	223.239444	0.032550	1.1
465	-1.327414	223.002710	0.034918	1.1
466	-1.460140	222.766645	0.072679	1.1
467	-0.589138	222.531245	0.019621	1.1
468	-0.417900	222.296508	0.007720	1.1
469	-0.642027	222.062429	0.037789	1.1
470	-0.924909	221.829007	0.034540	1.1
471	-0.754459	221.596238	0.010023	1.2
472	-0.617000	221.364119	0.028002	1.1
473	-0.478727	221.132647	0.010510	1.1
474	-0.939493	220.901820	0.027440	1.1
475	-0.872552	220.671634	0.017797	1.1
476	-0.919636	220.442086	0.012917	1.1
477	-0.732198	220.213174	0.032857	1.1
478	-1.011414	219.984895	0.045665	1.1
479	-0.886846	219.757246	0.010605	1.1
480	-0.732841	219.530224	0.035852	1.1
481	-0.451747	219.303826	0.020468	1.1
482	-1.041607	219.078050	0.056404	1.1
483	-0.709200	218.852893	0.076656	1.1
484	-1.409098	218.628352	0.050967	1.1
485	-0.476077	218.404424	0.018617	1.2
486	-0.918708	218.181106	0.012106	1.1
487	-0.871419	217.958397	0.052717	1.1
488	-0.505653	217.736292	0.012804	1.1
489	-0.898766	217.514790	0.016932	1.1
490	-0.270513	217.293888	0.006680	1.1
491	-0.443301	217.073584	0.014778	1.1
492	-0.989145	216.853873	0.014768	1.1
493	-0.912331	216.634755	0.014450	1.1
494	-0.879115	216.416227	0.056636	1.1
495	-0.704396	216.198285	0.033840	1.1
496	-1.158306	215.980927	0.046272	1.1
497	-0.740446	215.764151	0.021891	1.1
498	-1.035306	215.547955	0.020204	1.1
499	-1.113868	215.332335	0.094539	1.1
500	-0.540675	215.117289	0.025053	1.1
501	-0.092227	214.902815	0.004987	1.1
502	-0.717872	214.688911	0.025892	1.1
503	-0.441349	214.475573	0.025947	1.1
504	-0.624320	214.262800	0.033354	1.1
505	-0.710703	214.050588	0.047457	1.1
506	-0.712760	213.838936	0.023123	2.0
507	-0.773506	213.627842	0.038290	1.2
508	-1.033266	213.417302	0.025253	1.2
509	-0.941728	213.207314	0.037303	1.2
510	-0.842696	212.997877	0.058836	1.2
511	-0.817480	212.788987	0.015889	1.2
512	-0.650296	212.580642	0.017017	1.1
513	-0.703185	212.372841	0.052921	1.2
514	-1.308607	212.165581	0.039228	1.1
515	-0.235335	211.958859	0.008798	1.1
516	-0.848430	211.752673	0.009122	1.1
517	-0.632775	211.547021	0.015775	1.1
518	-0.572928	211.341902	0.023144	1.2
519	-0.902743	211.137311	0.040371	1.2
520	-0.073158	210.933248	0.004367	1.1
521	-0.806860	210.729710	0.066562	1.1
522	-0.702097	210.526695	0.064474	1.1
523	-0.817677	210.324200	0.033171	1.1
524	-0.800264	210.122224	0.043703	1.1
525	-0.829027	209.920765	0.009787	1.1
526	-1.148300	209.719820	0.086877	1.2
527	-0.618297	209.519387	0.017584	1.1
528	-0.335986	209.319463	0.023016	1.3
529	-0.565228	209.120048	0.049402	1.1
530	-0.829177	208.921139	0.015713	1.1
531	-0.803250	208.722733	0.055323	1.1
532	-1.175238	208.524829	0.029476	1.1
533	-0.582167	208.327425	0.017019	1.1
534	-0.102767	208.130518	0.007513	1.1
535	-1.023672	207.934107	0.058487	1.1
536	-0.802801	207.738189	0.011358	1.1
537	-0.899328	207.542762	0.048430	1.1
538	-0.366105	207.347825	0.007224	1.1
539	-1.235440	207.153376	0.093321	1.1
540	-0.471807	206.959412	0.021378	1.1
541	-1.088835	206.765932	0.064662	1.1
542	-0.943397	206.572933	0.051147	1.1
543	-1.055421	206.380414	0.017522	1.1
544	-1.300767	206.188373	0.039973	1.1
545	-0.222304	205.996807	0.003167	1.1
546	-0.509971	205.805716	0.012450	1.1
547	-0.596746	205.615096	0.013890	1.1
548	-0.873104	205.424946	0.024134	1.1
549	-0.614951	205.235265	0.045670	1.1
550	-1.157554	205.046050	0.032447	1.2
551	-1.261368	204.857299	0.027096	1.1
552	-0.447408	204.669011	0.006004	1.1
553	-0.821907	204.481184	0.052792	1.1
554	-1.137041	204.293816	0.040524	1.1
555	-0.753541	204.106905	0.035457	1.1
556	-0.640519	203.920449	0.041138	1.1
557	-0.797584	203.734447	0.015266	1.1
558	-0.509009	203.548896	0.017814	1.1
559	-1.017846	203.363795	0.051883	1.1
560	-1.135264	203.179143	0.077549	1.1
561	-0.365291	202.994937	0.028137	1.1
562	-0.841196	202.811176	0.011360	1.1
563	-0.624212	202.627857	0.051170	1.1
564	-0.820053	202.444980	0.037651	1.1
565	-0.438911	202.262543	0.008328	1.1
566	-0.610214	202.080543	0.009902	1.1
567	-0.815730	201.898979	0.015928	1.1
568	-0.893024	201.717849	0.015172	1.1
569	-0.388758	201.537153	0.021094	1.1
570	-0.694416	201.356887	0.027485	1.1
571	-0.805548	201.177050	0.007175	1.1
572	-0.466536	200.997642	0.008259	1.1
573	-1.034274	200.818659	0.061626	1.1
574	-0.694754	200.640100	0.032184	1.1
575	-0.868398	200.461965	0.018408	1.1
576	-0.879330	200.284250	0.022574	1.2
577	-0.033576	200.106955	0.003162	1.1
578	-1.011819	199.930078	0.059167	1.1
579	-1.289632	199.753617	0.060797	1.1
580	-0.740670	199.577571	0.022653	1.1
581	-0.976804	199.401938	0.034710	1.1
582	-0.622543	199.226717	0.066706	1.1
583	-0.671883	199.051905	0.009989	1.1
584	-0.967821	198.877502	0.036170	1.2
585	-1.052232	198.703506	0.045260	1.1
586	-1.041034	198.529916	0.025977	1.1
587	-0.639977	198.356729	0.041293	1.1
588	-0.686782	198.183944	0.015044	1.1
589	-0.665935	198.011560	0.033051	1.1
590	-0.621718	197.839576	0.051358	1.1
591	-0.713588	197.667989	0.039080	1.1
592	-0.814382	197.496798	0.034473	1.1
593	-0.941746	197.326002	0.026973	1.1
594	-0.414208	197.155600	0.010151	1.1
595	-1.364754	196.985589	0.053449	1.1
596	-0.983128	196.815969	0.055998	1.1
597	-0.490454	196.646738	0.013903	1.1
598	-0.773014	196.477894	0.037218	1.1
599	-0.719585	196.309436	0.036455	1.1
600	-1.292648	196.141363	0.028009	1.2
601	-0.982845	195.973673	0.032280	1.1
602	-0.937613	195.806365	0.018038	1.1
603	-0.569808	195.639437	0.046898	1.1
604	-0.584249	195.472888	0.014603	1.1
605	-0.657036	195.306717	0.014674	1.1
606	-0.546287	195.140922	0.036783	1.1
607	-0.499218	194.975501	0.029031	1.1
608	-1.240776	194.810454	0.036085	1.1
609	-1.112811	194.645779	0.074370	1.1
610	-1.051045	194.481475	0.015345	1.1
611	-0.740958	194.317540	0.018567	1.1
612	-0.825782	194.153973	0.048930	1.1
613	-0.619710	193.990773	0.014262	1.1
614	-0.578195	193.827938	0.007946	1.2
615	-1.303575	193.665467	0.026368	1.1
616	-0.586511	193.503358	0.015785	1.1
617	-1.210571	193.341611	0.054158	1.1
618	-0.807986	193.180224	0.101179	1.1
619	-0.959597	193.019196	0.014671	1.1
620	-0.356103	192.858525	0.024073	1.1
621	-0.405856	192.698210	0.008810	1.1
622	-0.409999	192.538251	0.010594	1.1
623	-1.099051	192.378644	0.080963	1.1
624	-0.469755	192.219391	0.022472	1.1
625	-0.876293	192.060488	0.008581	1.1
626	-1.031992	191.901935	0.013941	1.1
627	-0.829660	191.743730	0.056045	1.1
628	-1.258378	191.585873	0.057380	1.1
629	-0.800022	191.428362	0.079684	1.2
630	-0.930602	191.271196	0.052973	1.1
631	-0.382302	191.114374	0.014893	1.1
632	-1.040376	190.957893	0.029533	1.1
