1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
237	-0.734309	88.828617	0.414568	0.036009	0.8
238	-0.729812	88.306293	0.416549	0.056108	0.8
239	-0.744733	89.306273	0.412772	0.034525	0.8
240	-0.723506	90.283038	0.409149	0.026997	0.8
241	-0.728863	91.215565	0.405749	0.050665	0.8
242	-0.755823	92.215098	0.402167	0.048415	0.8
243	-0.754642	93.215098	0.398646	0.029706	0.8
244	-0.747942	94.215098	0.395186	0.042465	0.8
245	-0.725718	95.091268	0.392203	0.041161	0.8
246	-0.750843	95.865329	0.389606	0.035745	0.8
247	-0.723528	95.659988	0.390291	0.032595	0.8
248	-0.742332	96.432068	0.387725	0.031013	0.8
249	-0.788986	95.921114	0.389420	0.045195	0.8
250	-0.763362	95.398790	0.391167	0.037883	0.8
251	-0.793962	94.880057	0.392918	0.050187	0.8
252	-0.722957	94.358181	0.394696	0.049296	0.8
253	-0.744240	95.356831	0.391308	0.025932	0.8
254	-0.730585	96.356765	0.387974	0.042132	0.8
255	-0.741730	97.200351	0.385205	0.053693	0.8
256	-0.741617	97.324259	0.384802	0.040993	0.8
257	-0.770554	97.531215	0.384130	0.045180	0.8
258	-0.729897	98.530891	0.380917	0.048859	0.8
259	-0.760618	99.530891	0.377757	0.027008	1.0
260	-0.695035	99.381481	0.378226	0.023492	0.8
261	-0.755631	99.106574	0.379092	0.053634	0.8
262	-0.750491	100.106153	0.375963	0.073041	0.8
263	-0.750702	99.583829	0.377591	0.032381	0.8
264	-0.757472	100.583829	0.374486	0.047371	0.8
265	-0.781341	100.061506	0.376101	0.048913	0.9
266	-0.745445	101.056233	0.373036	0.029370	0.8
267	-0.786747	101.861542	0.370591	0.055795	0.8
268	-0.771754	102.861533	0.367599	0.046066	0.8
269	-0.731340	103.861183	0.364656	0.032527	0.8
270	-0.713484	103.339089	0.366187	0.043015	0.8
271	-0.754310	104.339088	0.363266	0.051199	0.8
272	-0.738490	103.816771	0.364786	0.032098	0.8
273	-0.754115	104.580723	0.362567	0.035141	0.8
274	-0.741194	104.310830	0.363348	0.023706	0.8
275	-0.734401	105.290428	0.360529	0.041304	0.8
276	-0.761221	104.768226	0.362026	0.035308	0.8
277	-0.730476	104.253206	0.363515	0.046505	0.8
278	-0.784836	105.238961	0.360676	0.038620	0.9
279	-0.751573	104.716637	0.362175	0.027553	0.8
280	-0.775940	105.365535	0.360315	0.035643	0.8
281	-0.750487	106.330708	0.357584	0.022611	0.8
282	-0.760567	105.815137	0.359037	0.040038	0.8
283	-0.746054	105.297035	0.360510	0.046575	0.8
284	-0.762435	104.774790	0.362007	0.049198	0.8
285	-0.737542	104.252474	0.363517	0.053281	0.8
286	-0.729537	103.730150	0.365039	0.030687	0.8
287	-0.741497	104.730062	0.362136	0.041132	0.8
288	-0.717749	104.208666	0.363644	0.042215	0.8
289	-0.771907	105.207392	0.360766	0.073471	0.8
290	-0.766856	106.207392	0.357930	0.053313	0.8
291	-0.734618	107.207392	0.355139	0.037833	0.8
292	-0.699126	106.685068	0.356591	0.030555	0.8
293	-0.738068	107.091237	0.355461	0.038677	0.8
294	-0.741563	107.950909	0.353091	0.033723	0.8
295	-0.713695	107.656601	0.353899	0.073967	0.9
296	-0.731850	107.135889	0.355337	0.038818	0.9
297	-0.701845	108.135889	0.352585	0.030997	0.9
298	-0.771628	107.613666	0.354017	0.036342	0.9
299	-0.766360	107.091344	0.355460	0.041263	0.8
300	-0.715878	106.569022	0.356916	0.026548	0.8
301	-0.713123	107.569021	0.354140	0.046455	0.8
302	-0.733856	108.528430	0.351517	0.033379	0.8
303	-0.715423	109.501873	0.348894	0.037783	0.8
304	-0.773886	109.191304	0.349727	0.065622	0.8
305	-0.757786	108.668990	0.351135	0.022014	0.8
306	-0.783471	108.650223	0.351186	0.043817	0.9
307	-0.737823	109.231890	0.349618	0.044168	0.8
308	-0.774100	110.231890	0.346954	0.034279	0.8
309	-0.757908	111.182470	0.344459	0.045348	0.9
310	-0.723961	110.661235	0.345822	0.035350	0.8
311	-0.747939	110.907931	0.345175	0.041525	0.8
312	-0.757229	111.905670	0.342584	0.032236	0.8
313	-0.713881	112.864629	0.340130	0.036588	0.8
314	-0.728568	113.863919	0.337610	0.033288	0.9
315	-0.758603	114.852950	0.335152	0.029321	0.9
316	-0.775973	114.482780	0.336068	0.040701	0.8
317	-0.792078	115.473261	0.333629	0.058329	0.9
318	-0.757696	116.003643	0.332337	0.047244	0.8
319	-0.727261	117.003643	0.329929	0.027363	0.8
320	-0.746233	117.776853	0.328091	0.070039	0.8
321	-0.767895	117.280793	0.329268	0.050638	0.8
322	-0.754616	118.280793	0.326904	0.030621	0.9
323	-0.727719	118.373013	0.326687	0.044259	0.8
324	-0.775039	117.945691	0.327692	0.040154	0.8
325	-0.720913	117.425668	0.328923	0.042088	0.8
326	-0.740160	118.207598	0.327075	0.049894	0.8
327	-0.715619	117.685382	0.328307	0.040487	0.8
328	-0.736654	118.684402	0.325959	0.033367	0.8
329	-0.700122	118.162769	0.327181	0.044666	0.8
330	-0.756501	117.663994	0.328358	0.059745	0.8
331	-0.757374	118.663073	0.326009	0.049185	0.8
332	-0.729635	118.140761	0.327233	0.026220	0.8
333	-0.747605	119.137414	0.324905	0.038651	0.8
334	-0.737711	118.953088	0.325333	0.047260	0.8
335	-0.748017	118.430887	0.326552	0.028990	0.8
336	-0.742798	117.908563	0.327780	0.038584	0.8
337	-0.753255	118.908562	0.325437	0.056692	0.8
338	-0.769453	118.386238	0.326656	0.028707	0.8
339	-0.708381	119.386236	0.324329	0.036968	0.8
340	-0.761061	118.864051	0.325540	0.042211	0.8
341	-0.723368	119.864049	0.323229	0.036665	0.8
342	-0.749771	119.342072	0.324431	0.026626	0.8
343	-0.776919	120.181903	0.322502	0.036692	0.8
344	-0.770611	119.659882	0.323698	0.031944	0.8
345	-0.726424	119.137560	0.324905	0.036949	0.8
346	-0.693761	120.136211	0.322606	0.032360	0.8
347	-0.726532	121.136205	0.320336	0.029174	0.8
348	-0.746071	122.124581	0.318124	0.042421	0.8
349	-0.747930	123.113948	0.315940	0.048567	0.8
350	-0.766341	124.111929	0.313767	0.040863	0.8
351	-0.761571	123.589636	0.314901	0.025551	0.8
352	-0.737701	123.336317	0.315453	0.047400	0.8
353	-0.706789	122.854329	0.316510	0.029853	0.8
354	-0.745878	123.728352	0.314599	0.032943	0.9
355	-0.745390	124.556031	0.312810	0.031196	0.9
356	-0.734958	124.033731	0.313937	0.050155	0.8
357	-0.744635	125.033731	0.311787	0.051743	0.8
358	-0.728781	124.511407	0.312906	0.040342	0.8
359	-0.765878	123.989083	0.314033	0.039266	0.8
360	-0.741791	124.988994	0.311882	0.040275	0.8
361	-0.728927	124.466675	0.313002	0.042004	0.8
362	-0.739330	125.251516	0.311322	0.036062	0.9
363	-0.746568	124.891386	0.312091	0.050755	0.8
364	-0.701838	125.891054	0.309967	0.044933	0.9
365	-0.759539	125.491341	0.310813	0.031438	0.8
366	-0.741343	125.041960	0.311769	0.035618	0.8
367	-0.722914	126.039283	0.309655	0.016078	0.8
368	-0.747446	125.793754	0.310173	0.031535	0.8
369	-0.756028	125.349946	0.311113	0.047200	0.8
370	-0.745990	124.829164	0.312224	0.028673	0.9
371	-0.737074	124.319177	0.313320	0.039291	0.8
372	-0.789048	123.801048	0.314441	0.041750	0.8
373	-0.744224	123.287460	0.315560	0.034740	0.8
374	-0.725296	124.287459	0.313388	0.028021	0.9
375	-0.777201	123.827730	0.314383	0.037166	0.8
376	-0.757954	124.517901	0.312892	0.029818	0.9
377	-0.720149	123.995591	0.314019	0.026932	0.8
378	-0.762351	124.992212	0.311875	0.033169	0.8
379	-0.736694	125.982895	0.309773	0.019863	0.8
380	-0.752338	126.553356	0.308576	0.041896	0.8
381	-0.738389	126.035317	0.309663	0.052684	0.8
382	-0.738378	127.035296	0.307571	0.046574	0.8
383	-0.721188	128.035295	0.305507	0.028888	0.8
384	-0.744151	128.974697	0.303594	0.037891	0.8
385	-0.768900	129.974695	0.301583	0.050461	0.8
386	-0.734096	129.452611	0.302629	0.038695	0.8
387	-0.771927	128.930351	0.303684	0.038325	0.8
388	-0.749615	129.930351	0.301672	0.038236	0.8
389	-0.734694	129.604697	0.302324	0.029519	0.9
390	-0.750445	129.088929	0.303363	0.037733	0.8
391	-0.726992	130.060243	0.301412	0.031326	0.8
392	-0.725808	131.055583	0.299439	0.033137	0.8
393	-0.757172	132.054494	0.297485	0.052642	0.8
394	-0.735510	131.536636	0.298495	0.050852	0.8
395	-0.736642	131.014313	0.299520	0.032430	0.8
396	-0.727589	130.529309	0.300479	0.039040	0.8
397	-0.767363	130.048733	0.301435	0.036567	0.8
398	-0.753346	129.526451	0.302481	0.033553	0.8
399	-0.749508	130.525032	0.300488	0.050412	0.8
400	-0.739392	130.157321	0.301219	0.048361	0.8
401	-0.742613	129.637434	0.302258	0.028197	0.8
402	-0.758105	130.636943	0.300266	0.050309	0.8
403	-0.717414	131.636854	0.298299	0.048399	0.8
404	-0.718421	131.114530	0.299323	0.022376	0.8
405	-0.746804	132.114523	0.297368	0.047061	0.8
406	-0.729290	132.430694	0.296755	0.037884	0.8
407	-0.743198	133.428965	0.294837	0.040575	0.8
408	-0.747337	132.906641	0.295838	0.057469	0.8
409	-0.736351	132.384317	0.296845	0.042717	0.8
410	-0.716415	133.384317	0.294922	0.029466	0.8
411	-0.734179	134.384313	0.293024	0.060407	0.8
412	-0.756905	133.861990	0.294013	0.032442	0.8
413	-0.747714	133.349607	0.294989	0.032808	1.9
414	-0.755377	134.254259	0.293270	0.063497	0.9
415	-0.706530	133.780392	0.294168	0.042158	0.8
416	-0.723551	133.258122	0.295164	0.041852	0.9
417	-0.753215	134.258120	0.293263	0.040803	0.8
418	-0.720613	133.735797	0.294252	0.046770	0.8
419	-0.758178	134.734948	0.292365	0.028730	0.8
420	-0.755747	135.734947	0.290499	0.056365	0.8
421	-0.718926	135.212630	0.291471	0.042026	0.8
422	-0.725597	136.212630	0.289617	0.062904	0.9
423	-0.716959	137.212630	0.287786	0.027847	0.8
424	-0.759581	138.144330	0.286101	0.059172	0.8
425	-0.754032	139.143905	0.284315	0.052300	0.9
426	-0.741915	138.621899	0.285245	0.055130	0.8
427	-0.726231	138.256279	0.285900	0.029590	0.9
428	-0.736162	139.254070	0.284120	0.032467	0.8
429	-0.720131	140.108939	0.282612	0.027701	1.0
430	-0.735469	141.093310	0.280896	0.022581	1.0
431	-0.753743	141.760690	0.279744	0.026061	0.9
432	-0.739569	142.755371	0.278045	0.047396	0.9
433	-0.782655	142.233052	0.278935	0.046705	0.9
434	-0.755659	143.233052	0.277236	0.051293	0.9
435	-0.737711	144.224528	0.275573	0.044958	0.8
436	-0.712495	143.702204	0.276447	0.040380	0.8
437	-0.750445	143.179884	0.277326	0.046432	0.8
438	-0.719336	144.179878	0.275647	0.053706	0.8
439	-0.756894	143.665099	0.276509	0.035799	0.8
440	-0.734364	144.665069	0.274840	0.044726	0.8
441	-0.742624	145.664777	0.273191	0.051848	0.8
442	-0.736128	146.664777	0.271562	0.040118	0.8
443	-0.793882	147.219855	0.270666	0.031897	0.8
444	-0.730820	148.219750	0.269067	0.038711	0.8
445	-0.743406	147.789325	0.269753	0.046241	0.8
446	-0.765652	147.457298	0.270284	0.028238	0.8
447	-0.757241	146.935032	0.271125	0.054115	0.8
448	-0.707839	146.414696	0.271968	0.024605	0.8
449	-0.743234	145.957450	0.272713	0.031554	0.8
450	-0.754163	145.439230	0.273562	0.034613	0.8
451	-0.729120	146.134300	0.272424	0.044321	0.8
452	-0.725713	147.134289	0.270804	0.022159	0.8
453	-0.740023	146.694239	0.271514	0.049160	0.8
454	-0.728103	146.226830	0.272273	0.040033	0.8
455	-0.710055	147.201508	0.270695	0.019149	0.8
456	-0.756465	146.722426	0.271469	0.037391	0.8
457	-0.754651	147.690052	0.269912	0.036553	0.8
458	-0.710496	147.238127	0.270637	0.025001	0.8
459	-0.756547	146.715883	0.271479	0.054295	0.8
460	-0.722163	147.715811	0.269870	0.028959	0.8
461	-0.719497	147.433107	0.270323	0.031899	0.8
462	-0.773772	148.432424	0.268729	0.034445	0.8
463	-0.735720	149.431226	0.267154	0.049090	0.8
464	-0.725185	150.431217	0.265596	0.049218	0.8
465	-0.734011	149.908895	0.266407	0.035280	0.8
466	-0.736111	150.904551	0.264864	0.039782	0.8
467	-0.722115	151.622870	0.263762	0.025628	0.8
468	-0.783036	151.139412	0.264503	0.035919	0.8
469	-0.744872	152.139240	0.262976	0.029206	0.8
470	-0.733191	152.253907	0.262801	0.031455	0.8
471	-0.743186	151.736169	0.263589	0.030176	0.8
472	-0.763595	151.222117	0.264376	0.020309	0.9
473	-0.731857	150.707393	0.265168	0.045251	0.9
474	-0.724359	151.397690	0.264107	0.055127	0.9
475	-0.731892	152.397690	0.262584	0.047208	0.8
476	-0.725809	151.875366	0.263377	0.021808	0.8
477	-0.736093	152.875274	0.261862	0.040461	0.8
478	-0.735486	152.352964	0.262651	0.027050	0.8
479	-0.754530	151.830650	0.263445	0.056509	0.8
480	-0.748741	151.308381	0.264244	0.041250	0.8
481	-0.734612	150.837121	0.264968	0.052539	0.8
482	-0.732425	150.317024	0.265773	0.046686	0.8
483	-0.740079	151.317024	0.264230	0.032956	0.8
484	-0.738341	152.316942	0.262706	0.036259	0.8
485	-0.753269	153.115147	0.261502	0.023058	0.8
486	-0.724587	154.114636	0.260009	0.043404	0.8
487	-0.773520	153.629119	0.260732	0.042621	0.8
488	-0.728377	154.629118	0.259247	0.029013	0.8
489	-0.732965	154.129720	0.259987	0.034921	0.8
490	-0.752499	153.770513	0.260521	0.056683	0.9
491	-0.748928	154.764906	0.259047	0.050087	0.8
492	-0.753646	154.242582	0.259819	0.034420	0.8
493	-0.756176	153.727492	0.260585	0.043686	0.8
494	-0.749951	153.248561	0.261301	0.035150	0.8
495	-0.761126	152.726246	0.262087	0.025171	0.8
496	-0.750527	152.751591	0.262049	0.032798	0.8
497	-0.743588	152.231635	0.262835	0.052250	0.8
498	-0.733862	153.231634	0.261327	0.052562	0.8
499	-0.723094	152.768158	0.262024	0.039687	0.8
