1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
291	-0.573767	277.989479	0.007209	16.0
292	-0.888061	277.564851	0.009335	15.5
293	-0.639263	277.141949	0.020991	15.5
294	-1.140961	276.720761	0.021500	15.8
295	-0.723370	276.301275	0.010100	15.9
296	-0.438329	275.883480	0.010113	15.8
297	-0.742304	275.467366	0.008337	15.5
298	-0.947736	275.052922	0.013707	15.7
299	-0.465662	274.640136	0.006345	15.6
300	-1.029132	274.228998	0.009842	15.5
301	-0.071701	273.819497	0.003305	15.5
302	-0.952443	273.411623	0.015170	15.7
303	-0.188656	273.005365	0.006451	15.5
304	-0.729889	272.600712	0.009618	15.7
305	-0.614995	272.197655	0.006996	15.7
306	-0.699989	271.796184	0.012094	15.7
307	-0.761813	271.396287	0.010654	15.9
308	-0.503905	270.997956	0.006199	16.0
309	-1.123688	270.601180	0.014907	15.8
310	-0.998002	270.205949	0.019689	15.6
311	-0.790305	269.812254	0.008645	15.7
312	-0.568701	269.420085	0.007546	15.4
313	-0.840401	269.029432	0.010290	15.6
314	-0.805546	268.640287	0.014248	15.6
315	-0.749070	268.252638	0.008150	15.5
316	-0.914811	267.866478	0.020786	15.6
317	-0.556298	267.481796	0.006442	15.8
318	-0.688625	267.098584	0.011979	15.6
319	-0.960565	266.716833	0.016124	15.5
320	-0.995792	266.336533	0.013588	16.1
321	-1.137064	265.957676	0.018610	16.0
322	-0.604530	265.580253	0.007846	15.9
323	-0.680179	265.204254	0.011681	15.9
324	-0.569960	264.829672	0.008241	15.6
325	-0.464437	264.456497	0.009591	15.6
326	-1.046735	264.084721	0.027512	15.7
327	-0.136947	263.714335	0.004759	15.6
328	-0.975506	263.345332	0.013596	15.6
329	-0.917506	262.977702	0.010687	15.5
330	-0.415224	262.611438	0.006742	15.7
331	-0.956965	262.246531	0.010093	15.6
332	-0.284987	261.882973	0.009434	15.6
333	-0.589199	261.520756	0.009495	16.2
334	-0.843184	261.159871	0.007756	15.8
335	-0.779512	260.800312	0.009334	15.6
336	-0.829133	260.442070	0.010140	15.7
337	-0.789465	260.085137	0.008920	15.5
338	-0.785789	259.729505	0.012564	15.5
339	-0.824404	259.375167	0.017066	15.6
340	-0.685366	259.022116	0.009763	15.5
341	-0.842916	258.670343	0.020854	15.5
342	-0.704576	258.319841	0.009323	15.9
343	-0.468742	257.970602	0.005771	15.6
344	-0.899647	257.622620	0.012532	15.6
345	-0.708794	257.275887	0.007056	15.5
346	-0.499366	256.930396	0.012040	15.6
347	-0.245902	256.586139	0.004902	15.9
348	-0.584973	256.243109	0.007352	15.9
349	-0.556319	255.901300	0.005779	15.6
350	-0.723893	255.560703	0.008838	15.6
351	-0.651085	255.221313	0.008381	15.5
352	-1.118502	254.883122	0.023578	15.6
353	-0.556186	254.546124	0.006455	15.6
354	-0.675559	254.210311	0.006062	15.6
355	-0.488412	253.875677	0.007057	15.6
356	-0.934471	253.542215	0.010146	15.6
357	-0.720490	253.209918	0.012469	15.6
358	-0.391578	252.878781	0.006114	15.6
359	-0.454177	252.548795	0.012649	15.7
360	-0.585666	252.219956	0.007757	15.9
361	-1.125524	251.892255	0.018594	16.0
362	-0.419627	251.565688	0.007971	15.7
363	-0.729681	251.240247	0.011396	15.7
364	-0.638818	250.915926	0.009665	15.6
365	-0.953090	250.592720	0.012165	15.6
366	-0.998633	250.270621	0.016291	15.7
367	-0.744469	249.949624	0.010899	15.6
368	-0.960674	249.629723	0.017318	15.6
369	-0.493654	249.310911	0.007729	15.6
370	-0.385559	248.993182	0.005259	15.5
371	-0.960061	248.676531	0.014251	15.5
372	-0.751890	248.360952	0.010240	15.8
373	-0.582749	248.046438	0.005509	15.9
374	-0.617410	247.732984	0.011477	15.9
375	-0.547306	247.420584	0.007944	15.6
376	-0.408084	247.109233	0.006450	15.5
377	-1.092619	246.798924	0.018138	15.5
378	-0.565451	246.489652	0.007774	15.6
379	-1.053265	246.181412	0.022193	15.6
380	-0.565073	245.874197	0.010992	15.6
381	-0.746103	245.568002	0.009408	15.7
382	-0.870148	245.262822	0.011520	15.6
383	-0.733332	244.958652	0.007172	15.6
384	-0.868350	244.655485	0.014810	15.7
385	-1.059312	244.353317	0.018595	15.7
386	-0.944459	244.052142	0.012296	15.9
387	-0.658698	243.751955	0.006735	16.4
388	-0.392753	243.452750	0.006093	15.8
389	-0.713307	243.154523	0.007924	15.5
390	-1.022837	242.857268	0.013761	15.6
391	-0.950478	242.560980	0.017539	15.5
392	-0.635641	242.265654	0.011217	15.6
393	-0.651378	241.971285	0.008282	15.6
394	-0.459651	241.677868	0.007154	15.6
395	-0.531241	241.385397	0.007616	15.6
396	-0.578474	241.093869	0.007346	15.6
397	-0.679565	240.803278	0.007107	15.5
398	-0.527459	240.513619	0.004625	15.8
399	-0.517007	240.224887	0.006072	15.7
400	-0.755117	239.937077	0.010170	15.9
401	-0.842347	239.650186	0.009520	15.5
402	-0.658306	239.364207	0.009207	15.5
403	-0.139368	239.079136	0.003190	15.6
404	-0.809765	238.794969	0.008375	15.7
405	-0.756402	238.511701	0.012949	15.6
406	-0.728758	238.229327	0.007004	15.6
407	-0.953532	237.947843	0.012656	15.6
408	-0.607388	237.667244	0.008784	15.5
409	-0.785050	237.387526	0.010931	15.5
410	-0.300268	237.108684	0.006657	15.5
411	-1.159581	236.830714	0.029069	15.7
412	-0.780858	236.553610	0.008099	16.4
413	-0.619694	236.277370	0.007145	15.8
414	-0.016963	236.001989	0.001181	15.6
415	-0.646087	235.727461	0.015366	15.6
416	-0.453865	235.453784	0.005423	15.6
417	-0.967154	235.180952	0.022357	15.6
418	-0.333830	234.908962	0.003700	15.6
419	-0.909021	234.637809	0.012366	15.7
420	-0.539927	234.367488	0.014130	15.5
421	-1.124420	234.097997	0.016753	15.5
422	-0.573404	233.829331	0.006229	15.6
423	-0.934160	233.561485	0.014486	15.5
424	-0.663287	233.294456	0.008079	15.6
425	-0.642835	233.028239	0.007723	15.9
426	-0.984998	232.762831	0.015657	15.9
427	-0.635231	232.498228	0.006336	15.6
428	-0.477501	232.234425	0.006120	15.7
429	-0.412581	231.971419	0.004198	15.6
430	-0.607522	231.709205	0.006794	15.6
431	-0.357406	231.447781	0.004710	15.6
432	-0.503406	231.187141	0.010812	15.6
433	-0.113904	230.927283	0.002660	15.5
434	-1.161516	230.668202	0.015297	15.7
435	-0.886916	230.409895	0.009035	15.4
436	-0.674776	230.152358	0.006640	15.6
437	-1.163133	229.895587	0.014854	16.0
438	-1.050407	229.639578	0.015841	16.0
439	-0.896658	229.384329	0.011568	16.1
440	-1.007551	229.129834	0.018728	15.5
441	-0.971421	228.876091	0.011378	15.6
442	-0.960812	228.623096	0.010505	15.6
443	-1.080391	228.370846	0.022861	15.6
444	-0.523735	228.119336	0.006488	15.6
445	-0.931561	227.868563	0.011410	15.6
446	-0.362897	227.618525	0.005543	15.6
447	-0.655275	227.369216	0.005866	15.6
448	-0.652054	227.120635	0.013532	15.6
449	-0.832960	226.872777	0.010090	15.5
450	-0.803422	226.625638	0.013804	15.8
451	-0.823015	226.379217	0.012683	16.4
452	-0.894724	226.133509	0.018840	15.9
453	-1.135335	225.888510	0.016447	15.6
454	-0.527628	225.644218	0.005486	15.5
455	-0.614803	225.400630	0.013195	15.4
456	-0.507844	225.157741	0.007459	15.7
457	-0.954382	224.915549	0.011787	15.9
458	-0.248177	224.674051	0.006710	15.9
459	-1.085493	224.433242	0.014669	15.5
460	-0.630094	224.193121	0.011123	15.6
461	-0.990326	223.953684	0.023915	15.6
462	-0.764691	223.714927	0.017139	15.5
463	-1.167725	223.476848	0.017021	16.0
464	-1.157897	223.239444	0.017705	16.1
465	-0.632599	223.002710	0.012382	15.7
466	-0.772355	222.766645	0.009780	15.6
467	-0.666317	222.531245	0.010733	15.5
468	-0.661009	222.296508	0.009476	15.5
469	-0.661890	222.062429	0.007874	15.5
470	-0.636257	221.829007	0.007854	15.7
471	-0.584929	221.596238	0.006069	15.7
472	-0.726678	221.364119	0.009319	15.5
473	-0.448410	221.132647	0.008558	15.6
474	-1.020832	220.901820	0.027638	15.5
475	-0.286034	220.671634	0.009627	15.5
476	-0.437677	220.442086	0.007349	15.8
477	-0.682618	220.213174	0.006988	15.8
478	-0.791574	219.984895	0.011357	15.8
479	-0.778446	219.757246	0.008585	15.6
480	-0.591942	219.530224	0.004865	15.6
481	-0.378096	219.303826	0.004136	15.5
482	-0.790551	219.078050	0.010625	15.4
483	-0.533730	218.852893	0.008161	15.7
484	-0.639458	218.628352	0.006539	15.6
485	-0.896702	218.404424	0.008867	15.6
486	-1.032367	218.181106	0.015277	15.5
487	-0.687024	217.958397	0.009047	16.0
488	-0.710214	217.736292	0.009542	15.5
489	-0.445930	217.514790	0.007729	15.7
490	-0.807375	217.293888	0.009610	16.2
491	-1.156439	217.073584	0.020035	15.6
492	-1.025181	216.853873	0.013657	15.5
493	-0.903323	216.634755	0.012692	15.5
494	-0.676322	216.416227	0.010058	15.6
495	-1.116861	216.198285	0.012849	15.5
496	-0.615961	215.980927	0.007196	15.6
497	-0.767905	215.764151	0.008376	15.6
498	-0.705666	215.547955	0.009924	15.6
499	-0.853391	215.332335	0.014331	15.7
500	-0.617625	215.117289	0.005113	15.5
501	-0.936731	214.902815	0.012971	15.5
502	-0.783245	214.688911	0.009990	15.8
503	-1.124136	214.475573	0.011587	16.0
504	-0.468892	214.262800	0.005708	16.3
505	-1.030489	214.050588	0.012758	15.4
506	-0.635999	213.838936	0.007572	15.7
507	-0.736840	213.627842	0.010878	15.7
508	-1.003273	213.417302	0.018196	15.7
509	-0.411333	213.207314	0.004744	15.5
510	-0.858943	212.997877	0.010435	15.6
511	-0.399696	212.788987	0.005665	15.5
512	-0.830548	212.580642	0.012446	15.7
513	-1.129591	212.372841	0.010564	15.6
514	-1.149166	212.165581	0.025803	15.6
515	-0.476779	211.958859	0.004538	15.8
516	-0.580192	211.752673	0.008305	16.0
517	-0.895781	211.547021	0.018960	15.9
518	-1.108424	211.341902	0.014436	15.6
519	-0.722727	211.137311	0.006064	15.6
520	-0.747843	210.933248	0.006320	15.6
521	-0.535252	210.729710	0.007356	15.7
522	-0.904880	210.526695	0.008933	15.7
523	-0.511570	210.324200	0.005906	15.5
524	-0.685115	210.122224	0.010138	15.6
525	-0.848914	209.920765	0.010007	15.5
526	-0.965570	209.719820	0.014671	15.6
527	-0.690046	209.519387	0.007671	15.4
528	-0.968438	209.319463	0.009698	15.7
529	-0.724190	209.120048	0.008000	15.9
530	-0.861247	208.921139	0.007426	15.8
531	-1.171491	208.722733	0.013559	15.5
532	-0.924178	208.524829	0.020752	15.5
533	-0.595194	208.327425	0.006254	15.7
534	-0.924245	208.130518	0.014692	15.9
535	-0.947780	207.934107	0.010106	15.7
536	-0.695238	207.738189	0.006479	15.6
537	-0.563390	207.542762	0.005774	15.5
538	-0.909017	207.347825	0.014734	15.6
539	-1.168275	207.153376	0.019217	15.6
540	-0.519498	206.959412	0.005416	15.6
541	-0.890974	206.765932	0.023615	15.7
542	-0.894756	206.572933	0.009561	15.9
543	-0.353344	206.380414	0.006934	16.2
544	-0.232904	206.188373	0.004918	15.6
545	-1.012067	205.996807	0.022533	15.6
546	-0.613366	205.805716	0.007598	15.6
547	-0.629325	205.615096	0.011584	15.7
548	-0.493845	205.424946	0.012335	15.5
549	-0.441923	205.235265	0.005882	15.6
550	-0.973506	205.046050	0.010172	15.6
551	-0.756478	204.857299	0.010442	15.6
552	-0.779319	204.669011	0.009765	15.6
553	-0.941227	204.481184	0.012026	15.7
554	-1.004815	204.293816	0.012530	15.7
555	-0.915078	204.106905	0.012189	15.9
556	-0.830929	203.920449	0.009907	16.0
557	-0.574493	203.734447	0.006320	15.5
558	-0.686936	203.548896	0.006252	15.7
559	-0.890761	203.363795	0.009320	15.9
560	-0.640559	203.179143	0.010798	15.6
561	-0.409416	202.994937	0.004723	15.5
562	-0.785808	202.811176	0.011027	15.5
563	-0.385929	202.627857	0.004119	15.6
564	-0.685425	202.444980	0.007602	15.6
565	-0.691242	202.262543	0.008509	15.6
566	-0.681071	202.080543	0.009723	15.7
567	-0.987259	201.898979	0.012509	15.8
568	-0.534607	201.717849	0.006790	15.9
569	-1.068804	201.537153	0.013589	15.7
570	-0.617092	201.356887	0.004749	15.7
571	-0.524568	201.177050	0.008019	15.6
572	-0.461990	200.997642	0.006997	15.6
573	-0.911456	200.818659	0.010415	15.6
574	-1.025271	200.640100	0.014835	15.6
575	-1.031897	200.461965	0.017947	15.5
576	-0.922149	200.284250	0.010179	15.7
577	-0.437668	200.106955	0.006181	15.6
578	-0.447745	199.930078	0.006925	15.5
579	-0.557808	199.753617	0.007906	15.6
580	-0.612370	199.577571	0.006252	15.7
581	-0.806463	199.401938	0.012194	15.9
582	-1.156972	199.226717	0.014330	15.8
583	-0.613664	199.051905	0.010213	15.6
584	-0.675145	198.877502	0.008151	15.5
585	-0.525104	198.703506	0.005015	15.6
586	-1.100199	198.529916	0.019144	15.6
587	-0.664145	198.356729	0.012878	15.6
588	-0.346313	198.183944	0.004483	15.4
589	-0.715859	198.011560	0.008920	15.5
590	-1.102679	197.839576	0.012289	15.5
591	-0.644870	197.667989	0.011182	15.5
592	-1.128961	197.496798	0.013963	15.6
593	-0.953697	197.326002	0.011327	15.7
594	-0.000113	197.155600	0.000011	15.8
595	-0.776708	196.985589	0.008820	15.9
596	-0.684459	196.815969	0.006754	15.6
597	-0.756953	196.646738	0.014252	15.6
598	-0.740111	196.477894	0.010985	15.7
599	-0.834385	196.309436	0.009204	15.5
600	-0.574524	196.141363	0.008381	15.6
601	-0.384599	195.973673	0.005122	15.6
602	-0.741677	195.806365	0.007654	15.6
603	-0.386248	195.639437	0.010716	15.5
604	-0.970516	195.472888	0.009613	15.7
605	-0.566581	195.306717	0.014540	15.6
606	-0.845829	195.140922	0.009790	15.9
607	-0.860385	194.975501	0.017779	19.2
608	-0.666212	194.810454	0.008962	15.6
609	-0.715204	194.645779	0.009247	15.6
610	-0.616868	194.481475	0.008238	15.7
611	-0.537121	194.317540	0.004469	15.5
612	-0.800018	194.153973	0.015280	15.6
613	-0.980841	193.990773	0.008942	15.6
614	-0.828222	193.827938	0.007499	15.8
615	-0.656568	193.665467	0.006817	15.5
616	-1.087355	193.503358	0.011471	16.4
617	-0.705801	193.341611	0.009378	15.7
618	-0.293609	193.180224	0.007397	15.7
619	-0.721593	193.019196	0.008749	15.8
620	-0.741108	192.858525	0.006841	15.9
621	-0.699304	192.698210	0.008064	16.1
622	-0.878142	192.538251	0.009985	15.5
623	-0.683035	192.378644	0.006836	15.7
624	-0.602694	192.219391	0.005865	15.6
625	-0.653994	192.060488	0.007983	15.5
626	-1.010614	191.901935	0.017067	15.6
627	-1.078912	191.743730	0.016254	15.4
628	-0.712730	191.585873	0.007710	15.5
629	-0.889087	191.428362	0.011035	15.6
630	-0.482243	191.271196	0.005445	15.6
631	-0.329435	191.114374	0.008516	15.7
632	-0.840584	190.957893	0.008559	15.7
