1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
68	-0.850650	21.719350	1.365164	0.025096	0.8
69	-0.866730	21.528999	1.371274	0.027032	0.8
70	-0.883561	20.910813	1.391500	0.024563	0.8
71	-0.864224	21.910029	1.359097	0.022556	0.8
72	-0.908442	21.290699	1.379001	0.032454	0.8
73	-0.850137	21.879563	1.360063	0.022951	0.8
74	-0.896931	22.879555	1.329068	0.024751	0.8
75	-0.891693	22.259968	1.348103	0.037444	0.8
76	-0.875228	23.195408	1.319569	0.036983	0.8
77	-0.852669	22.577603	1.338277	0.023124	0.8
78	-0.843019	21.958787	1.357555	0.020166	0.8
79	-0.858575	21.516740	1.371669	0.028802	1.3
80	-0.899144	21.573713	1.369833	0.025327	1.4
81	-0.849535	22.567947	1.338573	0.021113	0.9
82	-0.857718	23.245380	1.318079	0.028710	0.8
83	-0.860049	24.245372	1.288947	0.017584	0.8
84	-0.873022	23.786145	1.302164	0.025091	0.8
85	-0.902047	24.026095	1.295224	0.020430	0.8
86	-0.897178	24.871967	1.271341	0.022125	0.8
87	-0.857461	25.871906	1.244219	0.021598	0.8
88	-0.859862	26.824375	1.219439	0.019471	0.8
89	-0.865920	27.822363	1.194512	0.031345	0.8
90	-0.834919	28.618027	1.175357	0.033427	0.8
91	-0.838806	29.618027	1.152137	0.026100	0.8
92	-0.895649	30.617876	1.129820	0.031893	0.8
93	-0.864039	31.517050	1.110476	0.021392	0.8
94	-0.902049	32.516566	1.089735	0.023995	0.8
95	-0.884117	33.461943	1.070819	0.030007	0.8
96	-0.879641	32.850216	1.082984	0.026013	0.8
97	-0.837672	33.849531	1.063252	0.035605	0.9
98	-0.902412	34.849229	1.044220	0.025800	0.9
99	-0.871584	34.630248	1.048331	0.018550	0.9
100	-0.851057	35.630092	1.029822	0.019355	0.9
101	-0.826415	36.629780	1.011958	0.026027	0.8
102	-0.871413	36.026572	1.022662	0.022207	0.8
103	-0.862807	37.026358	1.005041	0.020316	0.8
104	-0.877602	38.005121	0.988370	0.042464	0.9
105	-0.876907	37.385524	0.998859	0.025757	0.8
106	-0.875003	36.768647	1.009525	0.036516	0.8
107	-0.924965	36.371958	1.016505	0.033776	0.8
108	-0.896491	37.371876	0.999092	0.033584	0.8
109	-0.883435	37.506833	0.996788	0.031231	0.8
110	-0.839237	38.506833	0.980037	0.026759	0.8
111	-0.856829	38.385868	0.982033	0.021769	0.8
112	-0.887192	39.255998	0.967852	0.024518	0.8
113	-0.849570	39.202302	0.968715	0.017727	0.8
114	-0.849252	39.747714	0.960018	0.022350	0.8
115	-0.853629	39.675044	0.961168	0.032306	0.8
116	-0.900587	40.637556	0.946159	0.025218	0.8
117	-0.830706	40.017975	0.955766	0.024477	1.2
118	-0.849407	41.007513	0.940513	0.028879	0.9
119	-0.834211	40.720808	0.944882	0.028078	1.0
120	-0.854500	41.720808	0.929817	0.020403	0.8
121	-0.884667	42.720637	0.915228	0.033550	0.8
122	-0.836435	43.713462	0.901186	0.027766	0.8
123	-0.859503	44.657397	0.888230	0.021850	0.8
124	-0.851817	45.657246	0.874907	0.016722	0.8
125	-0.860296	46.223166	0.867542	0.035809	0.8
126	-0.831906	45.805328	0.872968	0.022754	0.8
127	-0.872196	46.763667	0.860622	0.013814	0.8
128	-0.884634	47.759165	0.848162	0.026894	0.8
129	-0.910659	48.757449	0.836024	0.031789	0.8
130	-0.869274	49.757449	0.824209	0.032044	0.8
131	-0.824439	50.757449	0.812723	0.017160	0.8
132	-0.877473	51.544905	0.803901	0.029371	0.8
133	-0.876450	52.430787	0.794202	0.030881	0.8
134	-0.850788	52.246176	0.796204	0.021183	0.8
135	-0.894157	53.200626	0.785962	0.019886	0.8
136	-0.816349	54.200585	0.775511	0.028965	0.9
137	-0.873625	55.197144	0.765369	0.026328	0.9
138	-0.863626	54.670037	0.770700	0.020575	1.0
139	-0.895545	54.936747	0.767993	0.015533	0.8
140	-0.893982	54.411916	0.773338	0.027622	0.8
141	-0.868950	53.817893	0.779478	0.032960	0.9
142	-0.914221	54.817890	0.769197	0.023566	0.8
143	-0.872065	54.332575	0.774152	0.025558	0.8
144	-0.865745	55.242977	0.764908	0.017716	0.8
145	-0.826215	54.624778	0.771161	0.018463	0.8
146	-0.841631	54.679922	0.770599	0.022263	0.8
147	-0.853766	55.670761	0.760641	0.021962	0.8
148	-0.867422	55.051698	0.766832	0.028028	0.8
149	-0.870882	54.432377	0.773128	0.033642	0.8
150	-0.883392	55.384348	0.763493	0.037273	0.8
151	-0.857158	56.383669	0.753633	0.041521	0.8
152	-0.878777	57.383669	0.744018	0.020866	0.8
153	-0.883660	58.378328	0.734695	0.019031	0.8
154	-0.874409	59.363332	0.725690	0.025614	0.8
155	-0.854349	58.924823	0.729672	0.015765	0.8
156	-0.838516	58.781816	0.730980	0.022191	1.3
157	-0.840769	59.272100	0.726515	0.023168	1.5
158	-0.852695	60.272079	0.717576	0.016295	0.8
159	-0.886069	60.283129	0.717479	0.026424	0.8
160	-0.857635	59.700456	0.722659	0.024219	0.8
161	-0.862229	60.594587	0.714740	0.029832	0.8
162	-0.891993	61.154696	0.709867	0.017152	0.9
163	-0.823877	62.151565	0.701357	0.023023	0.8
164	-0.862229	61.640090	0.705697	0.031435	0.8
165	-0.887136	61.355521	0.708136	0.030678	0.9
166	-0.875962	60.735924	0.713504	0.027171	0.8
167	-0.886935	61.735062	0.704887	0.022772	0.8
168	-0.890808	61.127500	0.710102	0.024871	0.8
169	-0.860409	62.126119	0.701571	0.038133	0.8
170	-0.863310	61.506638	0.706839	0.038518	0.8
171	-0.899325	62.506638	0.698374	0.025168	0.8
172	-0.865237	63.506637	0.690110	0.026610	0.8
173	-0.882577	62.894338	0.695147	0.020596	0.9
174	-0.836898	63.893044	0.686969	0.027615	2.4
175	-0.867487	64.893032	0.678971	0.023221	0.9
176	-0.885412	65.888755	0.671190	0.031798	0.9
177	-0.864887	65.269170	0.676011	0.012565	0.8
178	-0.836008	64.936598	0.678627	0.037537	0.8
179	-0.830475	64.414612	0.682774	0.038381	0.8
180	-0.867145	65.413646	0.674881	0.025601	0.9
181	-0.875544	64.794393	0.679752	0.015839	0.9
182	-0.859891	65.781370	0.672021	0.026447	0.9
183	-0.870400	66.359250	0.667576	0.026190	0.8
184	-0.837519	67.163635	0.661485	0.020558	0.8
185	-0.864510	66.593174	0.665793	0.022381	0.8
186	-0.855646	67.126409	0.661764	0.025719	0.8
187	-0.874542	68.103585	0.654507	0.010691	0.8
188	-0.915729	68.881917	0.648839	0.020863	0.8
189	-0.854666	69.758142	0.642575	0.029690	0.8
190	-0.906043	70.449114	0.637720	0.016674	0.8
191	-0.876833	71.449060	0.630822	0.025534	1.4
192	-0.847833	72.416247	0.624291	0.036521	0.9
193	-0.812977	73.392690	0.617833	0.038692	0.9
194	-0.830346	74.392690	0.611356	0.022504	0.8
195	-0.895180	75.392652	0.605014	0.022004	0.9
196	-0.862735	74.773936	0.608922	0.032409	0.9
197	-0.886919	74.160167	0.612850	0.027249	0.9
198	-0.836127	75.160069	0.606477	0.021580	0.8
199	-0.877107	75.705404	0.603057	0.013961	0.9
200	-0.858968	75.105711	0.606820	0.017301	0.9
201	-0.846168	75.987545	0.601303	0.024701	0.9
202	-0.816318	76.691218	0.596972	0.043686	0.8
203	-0.830509	76.925514	0.595543	0.043236	0.9
204	-0.855024	77.925514	0.589523	0.035442	0.8
205	-0.858431	77.305917	0.593239	0.035050	0.8
206	-0.854431	78.305850	0.587265	0.024686	0.8
207	-0.864724	79.305841	0.581411	0.030148	0.8
208	-0.846586	78.686274	0.585024	0.034781	0.8
209	-0.865622	79.686011	0.579215	0.024253	0.8
210	-0.871579	79.066414	0.582802	0.038084	0.9
211	-0.895112	79.945851	0.577725	0.026036	0.8
212	-0.849718	80.668745	0.573617	0.011683	0.9
213	-0.873275	81.598325	0.568420	0.040731	0.8
214	-0.857497	81.258780	0.570307	0.021625	0.8
215	-0.852269	80.639235	0.573783	0.028847	0.8
216	-0.820268	80.020379	0.577298	0.027053	0.8
217	-0.848524	79.406878	0.580826	0.023468	0.9
218	-0.888174	80.396977	0.575154	0.020604	0.8
219	-0.870346	81.389712	0.569578	0.018990	0.8
220	-0.884350	81.154550	0.570889	0.048589	0.8
221	-0.868605	80.534953	0.574373	0.020443	0.8
222	-0.876190	81.503345	0.568946	0.018107	0.8
223	-0.881370	81.096916	0.571211	0.030228	0.8
224	-0.873651	80.607379	0.573963	0.020559	0.8
225	-0.867211	79.994110	0.577449	0.020758	0.8
226	-0.867131	80.988785	0.571817	0.043936	0.8
227	-0.828767	81.977634	0.566326	0.024700	0.8
228	-0.886796	82.977634	0.560879	0.026838	0.8
229	-0.849888	82.358042	0.564242	0.026530	0.8
230	-0.856262	83.357543	0.558837	0.028140	0.8
231	-0.853814	84.357170	0.553535	0.033700	0.8
232	-0.814256	84.347352	0.553587	0.027052	0.9
233	-0.922744	84.771980	0.551364	0.027565	0.8
234	-0.885408	85.749745	0.546314	0.025464	0.8
235	-0.818175	85.131946	0.549494	0.018508	0.8
236	-0.852039	84.512427	0.552721	0.025476	0.8
237	-0.844255	83.925852	0.555811	0.021051	0.8
238	-0.897673	84.925575	0.550565	0.042216	0.8
239	-0.861743	84.305978	0.553804	0.019891	0.8
240	-0.853661	84.735867	0.551553	0.029797	0.8
241	-0.845183	85.519610	0.547494	0.030255	0.8
242	-0.868334	86.517806	0.542412	0.019619	0.8
243	-0.841538	87.484320	0.537579	0.017651	0.8
244	-0.855826	86.869149	0.540645	0.012268	0.8
245	-0.856547	87.652321	0.536748	0.024156	0.8
246	-0.873084	87.907728	0.535489	0.029578	0.8
247	-0.866645	88.907029	0.530620	0.039051	0.8
248	-0.890895	88.287555	0.533628	0.030650	0.8
249	-0.853488	89.287554	0.528789	0.018259	0.8
250	-0.862996	88.688278	0.531678	0.024479	0.8
251	-0.863900	88.068934	0.534698	0.021241	0.8
252	-0.862221	87.566922	0.537170	0.027473	0.8
253	-0.896545	88.566841	0.532268	0.024802	0.8
254	-0.874446	88.109597	0.534498	0.015600	0.8
255	-0.848735	87.521101	0.537397	0.024192	0.8
256	-0.865797	88.384373	0.533156	0.022523	0.8
257	-0.841392	89.225188	0.529089	0.031347	0.8
258	-0.881003	90.225177	0.524332	0.024780	0.8
259	-0.834382	91.221410	0.519677	0.031080	0.8
260	-0.889903	90.601813	0.522562	0.028224	0.8
261	-0.864434	90.281227	0.524068	0.025844	0.8
262	-0.840134	91.049733	0.520473	0.021484	0.8
263	-0.887707	91.975409	0.516209	0.017930	0.8
264	-0.872701	92.957546	0.511760	0.028054	0.8
265	-0.878989	92.400426	0.514274	0.030227	0.8
266	-0.861621	93.400359	0.509779	0.024769	0.8
267	-0.828856	92.780763	0.512555	0.018874	0.8
268	-0.880289	93.675073	0.508558	0.034901	0.8
269	-0.881532	93.197792	0.510683	0.019366	0.8
270	-0.879977	94.197791	0.506250	0.027418	0.8
271	-0.842171	93.578308	0.508987	0.033108	0.8
272	-0.853857	93.954208	0.507323	0.031385	0.8
273	-0.844604	93.892555	0.507595	0.026836	0.8
274	-0.846265	93.273063	0.510347	0.020596	0.8
275	-0.862512	92.681654	0.513002	0.026931	0.8
276	-0.852534	93.680608	0.508533	0.025516	0.8
277	-0.874114	94.401483	0.505357	0.035870	0.8
278	-0.867012	93.838324	0.507835	0.021816	0.8
279	-0.881960	93.443363	0.509587	0.028745	0.9
280	-0.864355	92.827734	0.512343	0.027879	0.8
281	-0.881619	92.214831	0.515117	0.026781	0.8
282	-0.826997	91.595528	0.517950	0.026912	0.9
283	-0.887989	91.077989	0.520342	0.030322	0.8
284	-0.915009	90.468069	0.523189	0.024029	0.8
285	-0.854005	89.848530	0.526113	0.014588	0.8
286	-0.858779	90.847518	0.521414	0.027119	0.8
287	-0.881095	90.228642	0.524315	0.018171	0.8
288	-0.875714	91.087579	0.520298	0.024924	0.8
289	-0.855819	90.795750	0.521656	0.027109	0.8
290	-0.863255	90.181658	0.524537	0.019128	0.8
291	-0.850898	91.178304	0.519877	0.015240	0.8
292	-0.860488	91.548894	0.518165	0.032552	0.8
293	-0.886349	92.491806	0.513860	0.026472	0.8
294	-0.878650	93.474897	0.509447	0.022074	0.8
295	-0.854464	92.855647	0.512218	0.022206	0.8
296	-0.845467	92.236798	0.515017	0.027096	0.8
297	-0.857194	91.617259	0.517850	0.026490	0.8
298	-0.859922	92.575558	0.513481	0.031304	0.8
299	-0.845596	91.955962	0.516298	0.031709	0.8
300	-0.836944	91.336943	0.519143	0.032317	0.8
301	-0.917112	92.336933	0.514562	0.020423	0.8
302	-0.862141	91.717358	0.517391	0.027070	0.8
303	-0.878201	91.921113	0.516457	0.019011	0.8
304	-0.848129	91.304415	0.519293	0.024584	0.8
305	-0.876477	92.269493	0.514869	0.021124	0.8
306	-0.883928	91.803093	0.516997	0.024669	0.8
307	-0.863027	91.421688	0.518751	0.023324	0.8
308	-0.877786	92.416269	0.514202	0.025427	0.8
309	-0.842640	93.120785	0.511028	0.032853	0.8
310	-0.836868	92.501769	0.513815	0.020598	0.8
311	-0.868534	93.254002	0.510432	0.031449	0.8
312	-0.914745	92.634426	0.513215	0.041958	0.8
313	-0.847379	93.634426	0.508738	0.032665	0.8
314	-0.850689	93.014829	0.511503	0.025143	0.8
315	-0.835358	92.472072	0.513949	0.022864	0.8
316	-0.859263	93.404799	0.509759	0.030113	0.8
317	-0.885481	94.324838	0.505692	0.018360	0.8
318	-0.890806	93.715497	0.508379	0.018455	0.8
319	-0.867154	94.706532	0.504024	0.039723	0.8
320	-0.886719	95.702420	0.499723	0.020868	0.8
321	-0.867819	96.702192	0.495478	0.023878	0.8
322	-0.830499	96.137062	0.497869	0.032002	0.8
323	-0.885666	97.136964	0.493655	0.025983	0.8
324	-0.860215	96.518425	0.496253	0.029201	0.8
325	-0.876281	95.898839	0.498883	0.012860	0.8
326	-0.835098	96.053056	0.498226	0.020436	0.8
327	-0.859602	95.480358	0.500676	0.031298	0.8
328	-0.857109	94.864251	0.503338	0.027866	0.8
329	-0.855441	95.864250	0.499031	0.030514	0.9
330	-0.857707	96.863812	0.494799	0.038518	0.8
331	-0.859385	97.863626	0.490637	0.022219	0.8
332	-0.898468	98.853923	0.486583	0.024613	0.8
333	-0.828910	98.234368	0.489111	0.019215	0.8
334	-0.871880	97.644016	0.491545	0.021520	0.8
335	-0.868773	98.634151	0.487477	0.024857	0.8
336	-0.888516	98.530723	0.487899	0.028110	0.8
337	-0.850322	99.530676	0.483851	0.025909	1.4
338	-0.866627	98.911079	0.486351	0.035881	0.8
339	-0.867063	99.911070	0.482329	0.024981	0.8
340	-0.862593	99.291562	0.484813	0.017023	0.8
341	-0.848338	98.749881	0.487006	0.026708	0.8
342	-0.839180	99.746148	0.482988	0.034587	0.8
343	-0.873224	99.126553	0.485479	0.023773	0.8
344	-0.847440	99.105247	0.485565	0.026833	0.8
345	-0.867535	98.566629	0.487752	0.021467	0.8
346	-0.857884	99.108853	0.485550	0.025851	0.8
347	-0.839986	100.084805	0.481637	0.022847	0.8
348	-0.885288	99.465265	0.484114	0.017959	0.8
349	-0.841094	98.848408	0.486606	0.027519	0.9
350	-0.863040	99.848254	0.482580	0.028110	0.8
351	-0.880240	100.055897	0.481752	0.026559	0.9
352	-0.836358	99.436467	0.484230	0.020362	0.8
353	-0.869988	100.325650	0.480681	0.019828	0.8
354	-0.845541	100.064885	0.481716	0.023243	0.8
355	-0.858256	99.473225	0.484082	0.029631	0.8
356	-0.861863	100.473225	0.480097	0.023745	0.9
357	-0.905352	99.853629	0.482558	0.023703	0.8
358	-0.855665	99.234183	0.485044	0.027796	0.8
359	-0.870974	98.692784	0.487238	0.029178	0.8
360	-0.869878	98.073187	0.489774	0.024466	0.8
361	-0.883931	99.027683	0.485879	0.019304	0.8
362	-0.872280	98.416664	0.488365	0.020411	0.8
363	-0.906146	97.797975	0.490908	0.025331	0.8
364	-0.872984	98.469091	0.488151	0.028131	0.8
365	-0.882037	99.463534	0.484121	0.030596	0.8
366	-0.874703	100.463534	0.480135	0.018590	0.8
367	-0.860140	99.883886	0.482437	0.015883	0.8
368	-0.864681	99.967750	0.482103	0.027947	0.8
369	-0.856661	99.884987	0.482433	0.023566	0.8
370	-0.887780	100.884300	0.478478	0.022584	0.8
371	-0.896992	101.882414	0.474591	0.021099	0.9
372	-0.836237	101.592687	0.475713	0.033548	0.8
373	-0.825309	100.973679	0.478127	0.018747	0.8
374	-0.861752	100.360672	0.480542	0.018597	0.8
375	-0.833339	99.853795	0.482557	0.027154	0.8
376	-0.857952	99.520581	0.483892	0.020414	0.8
377	-0.835354	100.518704	0.479917	0.021103	0.8
378	-0.833520	101.150841	0.477433	0.031773	0.8
379	-0.863641	100.555971	0.479770	0.017270	0.8
380	-0.840574	101.375987	0.476555	0.020286	0.8
381	-0.884925	102.157735	0.473530	0.025083	0.8
382	-0.884721	103.156212	0.469722	0.017747	0.8
383	-0.864235	104.152490	0.465983	0.021933	0.8
384	-0.875544	105.151421	0.462293	0.018269	0.8
385	-0.886426	104.612211	0.464277	0.025571	0.8
386	-0.862580	104.208889	0.465773	0.016132	0.8
387	-0.883663	103.594317	0.468070	0.022349	0.9
388	-0.838616	104.476769	0.464778	0.035903	0.8
389	-0.882093	105.472996	0.461117	0.022459	0.8
390	-0.886068	106.472995	0.457500	0.038600	0.8
391	-0.852655	105.972537	0.459303	0.027191	0.9
392	-0.822415	105.353077	0.461555	0.024667	0.8
393	-0.892420	106.129831	0.458735	0.020747	0.8
394	-0.859958	105.540706	0.460871	0.020110	0.8
395	-0.867534	105.402454	0.461375	0.021170	0.8
396	-0.845131	106.390959	0.457795	0.023197	0.8
397	-0.871206	106.773210	0.456425	0.026687	0.8
398	-0.839728	107.505760	0.453823	0.050328	0.8
399	-0.893197	108.053687	0.451896	0.025624	0.9
400	-0.849916	109.053687	0.448422	0.034894	0.8
401	-0.880489	108.434090	0.450568	0.024409	0.8
402	-0.860473	108.668138	0.449755	0.020505	0.8
403	-0.894378	108.449165	0.450516	0.024673	0.8
404	-0.861890	107.874156	0.452526	0.024956	0.8
405	-0.840598	108.870554	0.449054	0.018316	0.8
406	-0.846888	109.621912	0.446471	0.020284	0.8
407	-0.876090	109.002818	0.448597	0.024170	0.8
408	-0.841699	108.383493	0.450744	0.035498	0.8
409	-0.879028	107.763922	0.452913	0.032862	0.8
410	-0.864643	108.763921	0.449423	0.028228	0.8
411	-0.869199	108.169618	0.451491	0.015363	0.8
412	-0.892515	107.640025	0.453350	0.023168	0.8
413	-0.864823	107.024890	0.455528	0.034183	0.8
414	-0.872340	108.023763	0.452001	0.022167	0.8
415	-0.846430	108.377569	0.450765	0.022670	0.8
416	-0.873678	109.252405	0.447738	0.027687	0.8
417	-0.842268	108.632835	0.449878	0.030173	0.8
418	-0.882379	109.048956	0.448438	0.020096	0.8
419	-0.874047	109.059029	0.448403	0.019528	0.9
420	-0.868719	109.849877	0.445693	0.035227	0.9
421	-0.843248	110.849593	0.442314	0.030991	0.9
422	-0.862976	111.812595	0.439107	0.032426	0.9
423	-0.862562	111.192998	0.441165	0.019317	0.9
424	-0.859268	112.189908	0.437863	0.028599	0.8
425	-0.838387	113.189728	0.434600	0.033802	0.8
426	-0.857397	114.010313	0.431959	0.024058	0.9
427	-0.820889	113.390792	0.433950	0.020690	0.8
428	-0.875888	114.357745	0.430850	0.032223	0.9
429	-0.866479	115.280603	0.427932	0.025570	0.9
430	-0.841097	116.244934	0.424926	0.023061	0.9
431	-0.881354	116.644602	0.423692	0.015052	0.8
432	-0.851808	117.106832	0.422274	0.024560	0.8
433	-0.862267	118.086882	0.419298	0.020147	0.8
434	-0.879101	117.476542	0.421146	0.027662	0.8
435	-0.843058	118.473053	0.418137	0.027823	0.8
436	-0.839308	119.156096	0.416100	0.023630	0.9
437	-0.864802	118.536683	0.417947	0.022233	0.8
438	-0.896112	117.965718	0.419664	0.038974	0.8
439	-0.867137	117.496317	0.421086	0.035459	0.8
440	-0.866179	118.496317	0.418068	0.019674	0.8
441	-0.868814	119.495631	0.415094	0.018921	0.8
442	-0.881624	118.876677	0.416931	0.026168	0.8
443	-0.891545	119.876626	0.413971	0.017228	0.8
444	-0.894970	120.876575	0.411054	0.027160	0.8
445	-0.912826	120.258771	0.412852	0.026266	0.8
446	-0.878524	119.678476	0.414555	0.022129	0.8
447	-0.854542	119.122273	0.416200	0.027575	0.8
448	-0.867399	120.122183	0.413251	0.018547	1.1
449	-0.854897	121.107974	0.410384	0.017885	1.0
450	-0.880631	122.004919	0.407810	0.013477	0.9
451	-0.874532	122.686793	0.405875	0.021143	0.8
452	-0.867493	123.101489	0.404707	0.021200	0.8
453	-0.880134	123.148913	0.404574	0.027720	0.8
454	-0.836042	124.047982	0.402066	0.028706	0.8
455	-0.867412	124.838885	0.399886	0.028632	0.8
456	-0.865660	125.838862	0.397163	0.016362	0.8
457	-0.840035	126.248226	0.396058	0.043735	0.8
458	-0.893320	126.119944	0.396404	0.019284	0.8
459	-0.874550	127.119484	0.393729	0.017201	0.8
460	-0.872016	128.078322	0.391196	0.021773	0.8
461	-0.897716	129.022423	0.388735	0.031631	0.8
462	-0.887885	130.003817	0.386208	0.024697	0.8
463	-0.876244	129.384220	0.387799	0.020171	0.8
464	-0.884258	128.765994	0.389400	0.018289	0.8
465	-0.844485	128.180876	0.390927	0.019997	0.8
466	-0.848200	129.164958	0.388366	0.031217	0.8
467	-0.869004	128.552936	0.389955	0.028870	0.8
468	-0.837206	129.548826	0.387375	0.018293	0.8
469	-0.852064	128.982350	0.388838	0.034547	0.8
470	-0.866312	129.884245	0.386514	0.026162	0.9
471	-0.814708	129.264649	0.388108	0.021241	0.8
472	-0.867061	128.760755	0.389414	0.025759	0.8
473	-0.869477	128.227297	0.390806	0.018602	0.8
474	-0.854991	127.713300	0.392157	0.018200	0.8
475	-0.881077	127.097163	0.393788	0.024068	0.8
476	-0.857078	127.994655	0.391416	0.036028	0.8
477	-0.883361	128.093653	0.391156	0.017357	0.8
478	-0.861507	128.811598	0.389282	0.031147	0.8
479	-0.838997	128.456369	0.390207	0.026868	0.8
480	-0.888249	128.277928	0.390673	0.023211	0.8
481	-0.833225	127.664751	0.392285	0.023699	0.8
482	-0.869419	128.664156	0.389665	0.029363	0.8
483	-0.885545	128.044765	0.391284	0.024803	0.8
484	-0.867170	128.916766	0.389009	0.024426	0.8
485	-0.839259	128.621265	0.389777	0.023510	0.8
486	-0.831769	128.235916	0.390783	0.026537	0.8
487	-0.873178	127.625648	0.392388	0.038500	0.8
488	-0.863525	127.318591	0.393200	0.019547	0.8
489	-0.870123	128.318591	0.390567	0.018881	0.8
490	-0.905683	129.318238	0.387970	0.023698	0.9
491	-0.854086	128.698679	0.389575	0.028286	0.8
492	-0.884166	128.083568	0.391183	0.020392	0.8
493	-0.846898	129.063537	0.388628	0.019682	0.8
494	-0.874388	128.626738	0.389763	0.029441	0.8
495	-0.870026	128.365252	0.390445	0.027245	0.8
496	-0.868181	129.364765	0.387849	0.027322	0.8
497	-0.848661	128.764380	0.389404	0.027478	0.8
498	-0.851077	129.762772	0.386826	0.020438	0.8
499	-0.868829	129.922290	0.386417	0.020360	0.8
